Accuracy,Precision,Recall,F1 Score,ROC AUC,PR AUC,TP,TN,FP,FN,TPR,FNR,TNR,FPR
86.87%,94.44%,91.40%,92.90%,54.03%,94.40%,85,1,5,8,91.40%,8.60%,16.67%,83.33%
